Sonnet Number,Variation Number,Variation Text
128,1,"How often, when you, my melody, play
Your music on that sacred wooden stage,
As deftly your nimble fingers sway,
And coax from strings a symphony's gauge;
I watch those pegs that swiftly leap and dance,
To touch the heart of your enchanting hand.
My lips, which long to gather your romance,
At their own boldness, by you are withheld.
To be caressed as those inanimate pieces,
I'd trade my place, and with them become one,
Beneath your touch, their wooden lives increase,
More blessed than the breath from my own lungs.
Since these inanimate objects find such joy,
Grant them your touch, and to me, your lips' allure.

"
128,2,"How frequently, when you, my muse, create
Your music on that hallowed wooden box,
With practiced hands, you skillfully navigate
The strings that vibrate as your fingers lock.
I watch those bridges that so willingly
Respond to your caress, and touch your skin.
My lips, which crave to drink your harmony,
At their own daring, by you are left forlorn.
To be embraced as those unfeeling slats,
I'd trade my breath, and with them intertwine,
Beneath your grasp, their wooden spirits wake,
More blessed than the kiss from my own lips.
Since these inanimate forms find such delight,
Grant them your touch, and me your lips' soft kiss.

"
128,3,"How many times, when you, my serenade, sing
Your ballad on that enchanted wooden lyre,
With tender grace, your nimble fingers cling
And pluck the chords that fan my heart's desire.
I watch those tuning pegs that swiftly sway,
To meet the curve of your enticing hand.
My lips, which yearn to capture your display,
At their own courage, by you are withstood.
To be caressed as those unfeeling pins,
I'd trade my part, and with them interweave,
Beneath your touch, their wooden lives begin,
More blessed than the sigh from my own lips.
Since these inanimate pieces find such grace,
Grant them your fingers, and your lips to me."
129,1,"The cost of passion in a void of disgrace
Is desire set in motion; and, before motion, desire
Is false, lethal, stained with guilt, a merciless case,
Rough, intense, untamed, ruthless, not worth the hire.
Relished but for a moment, then cast aside;
Chased beyond reason, and once obtained,
Rejected as a lure that drove one insane,
A trap maliciously baited to drain.
Mad in the chase and in the holding so;
Obtained, possessed, and still seeking more, extreme;
A pleasure in triumph yet a sorrow extreme;
A hope in prospect, in retrospect, a dream.
  All this the world acknowledges, yet none comprehends
  To avoid the paradise that leads to such a hell.

"
129,2,"The price of fervor in a vacuum of remorse
Is craving unleashed; and, before release, craving
Is treacherous, lethal, drenched in pre-emptive remorse,
Savage, intense, raw, ruthless, never forgiving.
Experienced briefly, then discarded in haste;
Pursued past reason, and once possessed,
Detested as a mirage that left one distraught,
A snare deliberately laid to twist one's thought.
Mad in pursuit and in the holding so;
Seized, held, and still seeking to possess, extreme;
A delight in victory yet a torment extreme;
A wish in prospect, in hindsight, a dream.
  All this the world perceives, yet none discerns
  To elude the haven that leads to such a hell.

"
129,3,"The fee of ardor in a void of disgrace
Is love in action; and, till action, love
Is deceptive, lethal, stained with an early disgrace,
Wild, extreme, raw, relentless, not worth a glove.
Enjoyed but for a fleeting moment, then dismissed;
Crazed past reason, and once attained,
Despised as a phantom that led one amiss,
A snare cunningly laid to bewitch and dismiss.
Mad in pursuit and in the holding so;
Grasped, owned, and still seeking to own, extreme;
A joy in fulfillment yet a sorrow supreme;
A dream in prospect, in retrospect, a dream.
  All this the world understands, yet none understands
  To shun the paradise that leads to such a hell."
130,1,"My beloved's eyes don't mirror the sun's glow,
Crimson lips surpass the hue of coral's red;
If whiteness defines snow, her skin is not so,
Her locks are not wire, but night's soft thread.
I've witnessed roses, red and white in bloom,
But none compare to her unpainted cheeks;
In scented blossoms, joy may find a room,
Her breath, though sweet, such subtle charm it speaks.
Her voice, a melody, I cherish to hear,
Yet acknowledge instrumental notes are pure;
She walks on earth, no goddess in sphere,
Yet, by the stars, I deem her love secure.
  In truth, I find, her love is as unique,
  As those adored through false comparisons weak.

"
130,2,"My sweetheart's eyes hold not the sun's fierce blaze,
Her lips, a deeper red than coral's own;
If winter's snow sets white's standard pace,
Her skin's rich hue supplants that tone.
Her tresses black, no wire could ever match,
Adorning her head like night's velvet veil;
In gardens, roses bloom, a colorful batch,
Yet none resemble the beauty of her wan pale.
Her whispers, sweet as any songbird's tune,
But harmonies, I know, can soothe the soul;
She walks beneath the selfsame moon,
Her love, though grounded, captures my whole.
  By the universe, I hold her love with awe,
  Rare as the stars, no falsehood can flaw.

"
130,3,"My lady's eyes, the sun's brightness they lack,
Her lips, a deeper red than coral's own;
If frost paints white, her skin's hue is on track,
Her hair, no wire, but silk threads have sown.
Roses may boast red and white, but hers,
A gentle blush, no painter's art could seize;
Her breath, a fragrant breeze amidst, disperses,
A sweeter scent than any perfume's ease.
Her voice, a symphony, I long to hear,
Yet acknowledge instrumental notes are true;
She walks on this terrestrial sphere,
Her love, though human, my heart's pursuit.
  By the cosmos, I treasure her love so rare,
  As genuine as any heart laid bare."
131,1,"As domineering as you are lovely,
Your beauty matches those cruel and proud.
To my smitten heart, your worth is so holy,
The most precious gem in the crowd.
Some claim your face lacks power to inspire love,
I dare not contradict, yet in my soul,
A thousand sighs from depths only I know,
Each whispering your name, your image whole.
I swear by this, a thousand faces bear,
The mark of passion kindled by your own,
In silent reverence, each lover swears,
Your darkness fair, when love's sweet throne is known.
  In actions alone, blackness may appear,
  This slander born of deeds far from clear.

"
131,2,"As tyrannical as beautiful you stand,
Your visage cruel, yet captivating all.
To my enamored heart, you command,
A precious treasure, beyond compare.
They whisper doubts of love your face can rouse,
I'd not refute, but deep within, I find,
A multitude of longing sighs reside,
Each one your image in the mind.
A thousand whispers on the breeze do share,
Your visage praised, your beauty extolled,
In quiet moments, love's sweet prayer,
Your shadow graced, a thousandfold.
  In actions, darkness may seem to dwell,
  This slander born where truth and falsehood fell.

"
131,3,"As ruthless as you are fair to see,
Your visage reigns, a tyrant over hearts.
To my fond heart, you hold captive me,
A treasure, unmatched in creation's arts.
They claim your face, no love can then provoke,
I dare not challenge, but in my breast,
A symphony of sighs does softly play,
Each note a testament to your bequest.
A thousand murmurs on the wind converse,
Your beauty praised, your grace their theme,
In silent moments, love's sweet verse,
Your visage haunts, a thousand dreams.
  In actions, darkness may appear,
  This slander born of deeds far and near."
132,1,"Thy cherished eyes, I admire, they, in pity,
Aware of your heart, wound me with disdain,
Adorned in black, as compassion's ally,
Gaze gently on my sorrow's endless plain.
The dawn's first light, in heaven's broad expanse,
Nor the bright star that heralds twilight's hour,
Can match the solemn beauty of your glance,
Bestowing grace on the evening's bower.
So too, may your heart share my grief's dark plight,
As mourning becomes you, in every part,
Then I shall claim black is the new light,
And ugliness dwells where your beauty starts.
  Thus, I'll maintain sorrow is but fair,
  When matched to thee, none can equal its glare.

"
132,2,"In adoration, I gaze on your eyes, so deep,
Yet filled with pity, they pierce my heart,
As darkened by mourning, they weep,
In sympathy, tearing my world apart.
No dawn can compare to your somber sight,
Nor the radiant star that bids the day adieu,
For your mournful eyes outshine the night,
Adorning the evening in elegiac hue.
Oh, let your heart embrace my despair,
As mourning becomes you, in every feature,
Then I shall declare darkness is rare,
And all that's plain lacks your complexion's stature.
  So I'll attest, black is the color of love,
  When worn by thee, it fits as a glove.

"
132,3,"Your eyes, my delight, now shadowed in woe,
Pitying me, they grieve with subtle disdain,
Adorned in black, they are love's ebon beacon,
Gentle on my sorrow, they rain.
The morning sun, in its heavenly course,
Nor the bright star that ushers in repose,
Can compare to the beauty of your remorse,
Gracing the evening with its eve's glow.
Oh, let your heart mourn for my plight,
As mourning becomes you, in every trait,
Then I shall proclaim darkness is bright,
And all that's lovely, your shadows create.
  So I'll confess, black is the shade of the soul,
  When embraced by you, it makes beauty whole."
133,1,"Alas, that heart which brings my heart such woe,
Inflicting pain on both my friend and me.
Must it not suffice to torment me so,
And force my dearest friend to suffer, see?
It wrenches me from my own core, and binds
Another self, more cruelly, to your will;
Abandoned, I, that self, and you, find
Our hearts entwined in torment, thrice multiplied.
Imprison my heart within your fortress chest,
But grant my friend's heart freedom in its place.
Whoso restrains me, let my heart be their guest,
For none can then oppress me in that space.
Yet still you will, for I, confined in you,
Am forced to be your own, and all I do.

"
133,2,"Accursed the heart that makes my heart lament,
Wounding both my friend and me so deep.
Is it not penalty enough to torment
My soul, and force my dearest friend to weep?
It tears me from myself, your cruel gaze
Enslaves my other self, more harshly still;
Abandoned, I, that self, and you amaze
My heart, ensnared, with torment, thrice it kills.
Encase my heart within your breast's embrace,
But let my friend's heart wander, wild and free.
Whoso restrains me, let my heart find grace,
No longer can you then torment me.
Yet still you will, for I, confined in you,
Am forced to be your own, and all I view.

"
133,3,"Cursed be the heart that makes my heart complain,
Inflicting pain on both my friend and me.
Is it not vengeance enough to torture me,
And bind my dearest friend to share this grief?
It wrests me from myself, your tyrant hold
Enslaves my other self, more ruthlessly;
Forsaken, I, that self, and you, behold
Our hearts entangled, thrice tormented be.
Imprison my heart in your unyielding breast,
But let my friend's heart roam, without a care.
Whoso restrains me, let my heart find rest,
No longer can you then torment with fear.
Yet still you will, for I, confined in you,
Am forced to be your own, and all I do."
134,1,"Thus, I confess he belongs to your reign
And I, in turn, am surrendered to your decree,
I'll relinquish myself, to alleviate your disdain,
In hopes that you'll return my heart's treasure to me.
Yet, you won't release him, nor will he break free,
For you are greedy, and he is too kind;
He's learned to write as collateral, like a guarantee,
Under the burden that binds him, just as confined.
The decree of your beauty you'll impose,
A usurer, you lend all with a hidden hook,
Demanding a friend's payment for my woes;
So I lose him, through my own misguided look.
  I have lost him, and now you both possess,
  He pays the price, yet I remain in distress.

"
134,2,"In revealing that he is yours, I make known,
My fate is sealed by your commanding might,
I forfeit myself, to your throne,
Yearning for the solace of my heart's delight.
But neither will you, nor he, grant us release,
For you are grasping, and he is too kind;
He's learned to write as a pledge, like a lease,
Under the weight that binds him, and keeps him confined.
The law of your beauty you'll enforce,
A usurer, you take all with a concealed claim,
Demanding a friend's payment, for my remorse;
So I lose him, through my own unworthy game.
  I have lost him, and now you both possess,
  He pays the debt, yet I'm still in this mess.

"
134,3,"Now, I've admitted, he belongs to your reign,
And I, in submission, yield to your decree,
I'll abandon myself, to your domain,
In hopes that you'll restore my heart's decree.
But you won't, nor will he, break free,
For you are covetous, and he is too kind;
He's learned to write as a bond, like a plea,
Under the debt that binds him, and lags behind.
The judgment of your beauty you'll impose,
A usurer, you lend all with a concealed sting,
Demanding a friend's payment, for my woes;
So I lose him, through my own reckless fling.
  I have lost him, and now you both possess,
  He pays the cost, yet I'm still in distress."
135,1,"The one who possesses their heart's desire, you have your fill,
An overflowing abundance, more than enough to spill.
I, burdened with longing, bring but strife and ill,
Adding to your contentment, swelling your surplus still.

Your heart is boundless, vast and wide,
Will you not grant me a corner to hide?
In others' hearts, my will seems unsightly,
But in yours, it may find its rightful place, brightly.

The sea, vast as it is, welcomes rain,
Growing its expanse, without end or gain.
Rich in desire, enlarge your own,
Make room for one more wish to call your own.

Let no cruel words, no sweet entreaties kill,
Consider all, and in your heart, include my single will.

"
135,2,"Whosoever holds their heart's delight, you have your fill,
An overabundance, and yet still more to instill.
I, consumed by yearning, bring naught but ill,
Yet to your heart's content, I add, thus fulfill.

Your heart is boundless, roomy, and free,
Will you not let my longing dwell in thee?
In others' hearts, my will seems unworthy,
But in yours, it may find a home, fittingly.

The sea, wide as it is, embraces tide,
Expanding its depths, with each ebb and tide.
Rich in desire, increase your own,
Make space for one more wish to call your own.

Let no harsh words, no gentle pleas be stilled,
Consider all, and in your heart, my will fulfill.

"
135,3,"Whoever grasps their heart's yearning, you have your fill,
An overpowering abundance, and still, more to distill.
I, consumed by desire, bring but strife and ill,
Yet to your heart's content, I add, thus fulfill.

Your heart is boundless, wide, and deep,
Will you not grant me a place to sleep?
In others' hearts, my will seems unkind,
But in yours, it may find a refuge, kindly.

The sea, vast as it is, welcomes the wave,
Increasing its might, as it ebbs and raves.
Rich in longing, enlarge your own,
Make room for one more wish to call your own.

Let no unfriendly words, no sweet requests be killed,
Consider all, and in your heart, my will enfold."
136,1,"If your spirit doubts my closeness, dear,
Juror to your sightless soul, I was your heart's desire,
And heart's wish, your soul knows, is welcomed there.
So far for love my love's appeal, kind, fulfill.
Desire will fulfill the treasure of your love,
Indeed, fill it brimful with desires, and mine, one.
In matters of vast capacity, we prove
Among many, one is inconsequential, son.
Then in the multitude, let me be unspoken,
Although in your heart's tally, I am one.
For nothing binds me, if it pleases thee bind
That nothing me, a something, precious, to thee.
  Just make my name your love, and love that constant,
  And then you love me, for my name is Desire, aka Want.

"
136,2,"If your essence fears my nearness, swear,
To your unseeing soul, I am your true longing,
And longing, your soul knows, is welcomed there.
So far for love, my love's plea, gentle, bear.
Yearning will fulfill the treasure of your affection,
Indeed, fill it abundant with yearnings, and mine, one.
In matters of vast capacity, we find
Among many, one is insignificant, dear.
Then in the multitude, let me be unwritten,
Although in your heart's record, I am one.
For nothing holds me, if it pleases you, hold
That nothing me, a something, dear, to thee.
  Just make my name your love, and love that enduring,
  And then you love me, for my name is Craving, aka Yen.

"
136,3,"If your inner being questions my approach,
Judge for your unseeing soul, I was your heart's yearn,
And yearn, your soul knows, is welcomed there.
So far for love, my love's vow, pure, endorse.
Passion will fulfill the treasure of your love,
Indeed, fill it teeming with passions, and mine, one.
In matters of vast capacity, we see
Among many, one is inconsequential, honey.
Then in the multitude, let me be unvoiced,
Although in your heart's log, I am one.
For nothing binds me, if it pleases you, bind
That nothing me, a something, honey, to thee.
  Just make my name your love, and love that unwavering,
  And then you love me, for my name is Passion, aka Ardor."
137,1,"Oh blinded Seer, Love, what hold has thou
Upon my sight, that it may not perceive
The truth it knows, the beauty it should bow
To, yet mistakes for ugliness and grief?
My eyes, ensnared by twisted, biased views,
Are moored within a harbor of the mind;
Yet, Love, you've shaped deceitful manacles,
That bind my heart to follow where they're blind.
Why should my heart believe in scattered dreams,
When it knows well the world's shared, single space?
Or should my eyes, which see, declare the opposite,
To grace falsehood with a lovely face?
In truth and right, my heart and eyes have strayed,
And now to falsehood's contagion they've succumbed.

"
137,2,"Thou false, blind Guide, Love, what grip dost thou have
On my vision, which discerns yet fails?
It knows the map, the path to beauty's cove,
Yet marks the finest treasure as mere trails.
My eyes, entangled by a lover's gaze,
Are tethered in a harbor, where all hearts sway;
Yet, Love, you've fashioned chains of false maze,
That lead my heart to wander, lost, away.
Why should my heart trust in a fractured tale,
When it knows well the sameness of our plight?
Or should my eyes, which witness, tell a different story,
To elevate the lie with purest light?
In truth and right, my heart and eyes have swerved,
And now to deception's allure they've turned.

"
137,3,"Thou sly Deceiver, Love, what hold dost thou
On my perception, which sees yet strays?
It knows the melody, the harmony, true,
Yet hears the sweetest notes as discordant plays.
My eyes, bewitched by passion's heated glare,
Are anchored in a cove where hearts take flight;
Yet, Love, you've wrought a twisted mirror's snare,
That warps my heart within its twisted sight.
Why should my heart believe in twisted lines,
When it knows well the unity of our song?
Or should my eyes, which gaze, insist on division,
To crown the lie with beauty all along?
In truth and right, my heart and eyes have wandered,
And now to illusion's snare they've tethered."
138,1,"When my beloved whispers her truthfulness,
I accept her words, despite their deceit,
To keep her image of me as youthful,
Unaware of the world's cunning stratagems.
Though she knows my prime has come and gone,
She plays the game of feigned innocence,
And I, in turn, believe her false tongue,
In this dance, truth on both sides is absent.
But why does she not confess her wrongs?
And why do I not admit my age?
For love thrives on feigned trust and belief,
And the aged in love dislike revealed years.
So we deceive one another in our flaws,
And with sweet lies, we comfort our disgrace.

"
138,2,"In whispers, my sweet one pledges honesty,
Yet I perceive her falsehoods, yet I believe,
To maintain the notion of my tender age,
Unschooled in life's duplicitous ways.
Thus, she thinks me naive, unknowing still,
Though she knows well my days are past their prime,
I indulge her pretense, her untrue words,
And in this pact, truth on both sides fades.
But why does she not speak of her injustice?
And why do I not confess my age?
For love's sweetest habit is to feign trust,
And age in love abhors the telling of years.
Thus, in our errors, we find solace in lies,
And so, we soothe ourselves with false caresses.

"
138,3,"When my dear one vows her truthful heart,
I choose to trust her, knowing well her lies,
To keep alive the notion of my youth,
Unsuspecting of life's deceitful arts.
Thus, she believes me gullible, unwise,
Though she knows full well my days are fleeting,
I play along, her falsehoods I endure,
And in this act, truth on both sides hides.
But why does she not admit her wrong?
And why do I not confess my age?
For love's most endearing trait is pretense,
And age in love dislikes the telling of years.
So, in our faults, we find comfort in lies,
And in our deceptions, we find sweet solace."
139,1,"Oh, refrain from asking me to explain
The hurt your thoughtlessness inflicts on me;
With words, not gazes, cause this heart to wane,
Exert your strength, and do not harm discreetly.
Admit you love another, yet in my view,
Spare me the sight of wandering eyes;
Why use deceit when your power
Overmatches any shield I can devise?
Grant me the reprieve: my love understands
Her charm has oft been my adversary;
To shield me from such foes, she withstands
Their blows, diverting enmity.
Still, cease this torment; as life ebbs away,
Grant me swift release from this dismay.

"
139,2,"Spare me the task of making right
The injury birthed by your unkindness;
Strike with your words, not lingering sight,
Wield strength against strength, and grant me fairness.
Speak truly: you love another; yet in my gaze,
Spare me the dance of eyes askance.
Why employ tricks when your might
Surpasses my defenses by sheer expanse?
Let me absolve you: my dear heart knows
Her allure has been my foe;
Turning foes from my sight she bestows,
That they elsewhere may strike their blows.
Yet, persist not; near death I stand,
Release me wholly, end this demand.

"
139,3,"Desist from calling me to mend
The wound your unfaithfulness impresses;
Strike with your speech, not your glance, let amends extend,
Wage war with war, and leave no room for guesses.
Confess your heart lies with another; yet in my sight,
Spare me the deceit of roving eyes.
Why employ cunning when your might
Exceeds my defenses, to my surprise?
Grant me the pardon: my love well knows
Her beauty has been my undoing;
To save me from such foes, she bestows
Her strength, and I am only winning.
Yet, relent not; near expiry I lie,
End my torment, and grant my sigh."
140,1,"exhibit wisdom in your harshness; don't tax
My restrained endurance with excessive scorn,
Lest sorrow arm my silence with eloquence,
And words disclose the tenor of my hidden ache.
If I could school you in the art of banter, better still,
Though not to cherish, still, to admit, to let me know,
As ailing men, when death's shadow nears,
Receive only glad tidings from their healers' reports.
For if I should succumb to despair, I'd lose my mind,
And in my madness, I might speak ill of you.
Now, in this topsy-turvy world, where truth is twisted,
Mad detractors find believers in mad listeners.
  To prevent this, and to keep your honor bright,
  Keep your gaze steady, though your heart may stray.

"
140,2,"Be shrewd, yet ruthless; do not overburden
My muzzled tolerance with heavy disdain,
Lest sorrow embolden my muted speech,
And words narrate the texture of my hidden woe.
If I could instill sagacity, better yet,
Though not to love, yet, love, to confess,
As dying men, when the end draws near,
Receive only glad tidings from their caretakers' speech.
For if I should plunge into despair, I'd lose my reason,
And in my madness, I might speak ill of thee.
Now, in this mixed-up world, where falsehoods thrive,
Mad accusers find believers in mad receivers.
  To avoid this, and to uphold your dignity,
  Keep your gaze true, though your heart may roam.

"
140,3,"Exhibit cunning in your ruthlessness; don't provoke
My guarded patience with excessive scorn,
Lest sorrow empower my suppressed voice,
And words convey the depth of my concealed distress.
If I could impart wisdom, better thus,
Though not to love, yet, love, to reveal,
As dying men, when their end is near,
Receive only good news from their physicians' lips.
For if I should fall into despair, I'd lose my mind,
And in my madness, I might speak ill of you.
Now, in this chaotic world, where truth is warped,
Mad defamers find believers in mad spectators.
  To prevent this, and to preserve your good name,
  Keep your eyes fixed, though your heart may wander."
141,1,"In loyalty, I do not cherish thee through sight,
For my eyes in you perceive a multitude of flaws;
But 'tis my soul that cherishes what they find unright,
Defying the judgment of displeased sight it draws.
Neither are my ears enchanted by your voice's song,
Nor are gentle emotions inclined to the lowly touch;
Nor does taste or scent, crave to be part of where they belong,
In any sensual banquet with you as the crutch.
Yet my five senses and my five faculties cannot,
Dissuade one foolish heart from being enslaved by thee,
Remaining steadfast, the semblance of a man is caught,
Thy haughty heart's thrall, a wretched servant to be.
  Only my affliction, thus far, I deem my prize,
  For she who incites my sin grants me anguish and sighs.

"
141,2,"By devotion, I do not admire you through my gaze,
For my eyes in you discover countless imperfections;
Yet my spirit cherishes what they disdain in a haze,
Defying the vision of disapproval and apprehensions.
My ears find no delight in your words' rhythmic dance,
Nor do tender sympathies lean towards unworthy touches;
Nor does taste or scent, seek to join the sensual trance,
In any carnal feast with you in the midst and clusters.
My five senses and my mental prowess cannot,
Expel one captivated heart from your thrall, unyielding,
A man's likeness, trapped, under your dominion,
Thy heart's humble servant, a wretch, forever kneeling.
  Only my suffering, thus far, I acknowledge as grace,
  For she who fuels my vice bestows a heavy, grievous embrace.

"
141,3,"In commitment, I do not behold you through my sight,
For my eyes in you perceive a myriad of faults and blunders;
But my soul cherishes what they spurn, held in delight,
Defying the disapproval of my eyes, it offers no surrenders.
My ears find no allure in your voice's symphony,
Nor do gentle emotions yearn for the lowly touch;
Nor taste or scent, seek to indulge in the sensual spree,
In any lustful feast with you in the spot and clutch.
My five senses and my wisdom cannot,
Dissuade one infatuated heart from serving you devotedly,
Unmoved, the semblance of a man, fate has been cast,
Thy heart's loyal subject, a wretch, ever bound to thee.
  Only my sorrow, thus far, I recognize as virtue,
  For she who incites my sin grants me a heavy heart to nurture."
142,1,"Love's my transgression, virtue's pure abhorrence,
Abhorrence rooted in love's transgressive nature.
Pause and weigh thy own circumstance, grant audience,
Find fault not in love, nor its ardent creator.
Or should there be blame, let not those lips part,
Adorned with hues of deceit, utter reproof.
For they too have stained love's sacred art,
Sealed false vows, as frequently, as I.
Grant me the right to love with equal zest,
As thine eyes wander, and my heart does plead.
Nurture compassion in that breast, so blessed,
That compassion may merit sympathy indeed.
Seek you to keep what you refuse to show?
By self-example, thus, you'll reap the blow.

"
142,2,"My affection's a vice, thy virtue's scorn,
Scorn born of vice, in vice's passions drowned.
Oh, but view thy own condition, worn,
By passions akin, in love's deceit found.
Or if it err, not from those lips that preach,
Stained scarlet with deceit, and false vows sworn.
Rejecting not, the love they too beseech,
Whilst robbing hearts, as thine own, left forlorn.
May I love thee, as thou dost them adore,
Whose hearts are swayed by eyes, as mine by thee.
Cultivate mercy, in thy heart's core,
That mercy may merit pity, plain to see.
Seek'st thou to claim what thou dost withhold?
By thine own actions, thou shalt be repaid in kind, be told.

"
142,3,"Love's my fallacy, thy virtue's disdain,
Disdain from love's fallacious, passionate fire.
Pause and ponder, weigh love's equal pain,
And find no reason to incite desire.
Or if there is, not from those lips that lie,
Adorned in red, they've sealed false bonds ere now.
Robbing hearts, as mine, of love's sweet sigh,
Leaving hearts to ponder love's bitter vow.
Let me love thee, as thou dost them inspire,
Whose hearts are bound, as mine, by love's sweet yoke.
Grant me the grace, to kindle love's desire,
That love may thrive, and hearts in harmony stroke.
Seek you to own what you deny to me?
By self-example, thus, you'll be denied, to see."
143,1,"A mother, busy as a bee, drops all
To chase an escaped bird, her baby left
Crying in vain, ignored, no time at all
For the child's needs, her focus swiftly drifted
To the chase, the capture, leaving behind
Her own flesh, her own blood, in discontent
A mirror image, you run after wind,
Leaving me, your child, to languish, unbent
With worry, love, and fear. But if you find
Your hope, your heart's desire, do turn around,
Embrace me, soothe me, be the mother I need,
And I shall pray for your success, unbound.
  Return to me, and I'll be still, I vow,
  If you but turn, and grant me love, allow.

"
143,2,"Like a mother goose, frantic in her quest
To catch the gosling that has wandered far,
Neglecting those that she should love the best,
Her goslings left, their cries a distant bar;
So you, in pursuit of dreams, abandon me,
Your child, who calls out, yearning for your touch,
Forgetting all the love that once could be,
The warmth, the joy, the laughter, none as such.
But if you find your heart's elusive quest,
Remember me, and come back home, my dear,
With open arms, a love you can't suppress,
And I shall stand, no longer filled with fear.
  I'll wait for you, and when you turn around,
  I'll be the gosling that you'll find, earthbound.

"
143,3,"A mother hen, her chicks in disarray,
Abandons them to chase a fleeing bird,
Her mother's heart now led astray,
While her young ones cry out, unheard;
A parallel, you chase your dreams away,
Forgetting me, your child, who yearns for you,
Lost in thoughts of what you cannot say,
Your heart, your mind, both focused on the new.
But if you grasp your dreams, your heart's delight,
Recall the love, the warmth, the tender care,
And turn around, to make things right,
I'll be the chick who waits, who'll meet you there.
  I'll stand, awaiting your return, and then
  I'll be the chick who'll follow you, again."
144,1,"Two souls I bear, of solace and of sorrow,
That tug within me, like two tides they ebb and flow.
The nobler spirit clad in light and valor,
The darker phantom cloaked in melancholy's woe.
My sinister muse does lure my virtuous guard,
And seeks to taint his essence, pure and bright.
She whispers softly, sowing discord,
Enticing him with her twisted, warped delight.
I ponder if my virtuous one may fall,
Seduced by shadows, losing light's embrace.
Divided, both from me, they stand enthralled,
In each other's darkness, they embrace this race.
Alas, I may not know, but live in plight,
Until my darkened soul expels the light.

"
144,2,"Two hearts I harbor, one of hope, one of hurt,
In ceaseless struggle, locked in tight embrace.
The truer heart adorned in resplendent virtue,
The false one veiled in the shroud of disgrace.
My treacherous love does beckon my sincere guide,
Aiming to poison his spirit, true and kind.
She weaves her siren song, inciting pride,
In hopes of tarnishing his unyielding mind.
I question if my loyal heart may falter,
Swept into the shadows, forsaking the sun.
Divided, both from me, they bitterly alter,
In each other's shadows, their battle is spun.
I bear this secret, a heavy load,
Until my false heart's deceit takes its abode.

"
144,3,"Two souls entwined, in harmony and strife,
Like warring winds, they stir within my breast.
The purer soul, a beacon shining bright,
The darker soul, a storm, forever unrest.
My shadowed soul does call to my guiding star,
Seeking to ensnare him in her twisted dance.
She offers her allure, a tempting bar,
To sway him from his course, and join her trance.
I wonder if my radiant soul may wane,
Swept into the darkness, forsaking the day.
Divided, both from me, they bear this pain,
In each other's grasp, their fates held at bay.
I bear this torment, a ceaseless fight,
Until my darkened soul consumes the light."
145,1,"The lips crafted by Love's own design
Released the words, ""I spurn,"" in pain.
To me, who languished in love's chain,
Her rejection brought anguish and rain.
Her heart, moved by pity, then did show
A tender touch, a softer blow,
And taught her tongue, with new glow,
A warmer, kinder utterance to bestow:
""I spurn"" transformed by gentle art,
Now echoed as day's gentle rebirth,
Chasing shadows from the heart,
Banishing the chill of night's dearth.
  ""I spurn"" from heart she set apart,
  And saved my soul with words, ""not part.""

"
145,2,"The lips that Love designed and made,
In scorn, whispered, ""I no longer wish to stay.""
To me, who languished in love's forlorn shade,
Her cold departure felt like a winter's fray.
Her heart, touched by remorse, then did reveal
A softer sentiment, a warmer zeal,
And taught her tongue, with a healing seal,
A kinder phrase, a tender appeal:
""I no longer wish"" turned into light,
Like dawn's first blush on the horizon's face,
Bringing hope, banishing the night,
Replacing despair with love's embrace.
  ""I no longer wish"" she set aside,
  And saved my heart, with love, she tied.

"
145,3,"The lips that Love's own touch had graced,
In anger, breathed, ""I turn away.""
To me, who languished in love's chased grace,
Her rejection stung like a distant bay.
Her heart, touched by compassion's fire,
Taught her tongue to sing a sweeter choir,
And ""I turn away"" turned to desire,
Like a river flowing to the ocean's pyre.
""I turn away"" from sorrow she freed,
Replacing darkness with day's delight,
Bathing in love's soothing cream,
A gentle balm to soothe the plight.
  ""I turn away"" she softly said,
  And saved my soul, with love, she bade."
146,1,"Oh troubled spirit, heart of my transgression,
Why do you languish, bearing this unrest,
Adorning your exterior with such finesse,
While your inner core doth suffer in suppression?

Why invest so much in this temporal dwelling,
A structure bound to crumble, fade, and fall?
To what end do you give your all,
For worms to come and claim their bequest as well?

Instead, nourish yourself on the servant's despair,
Let them wither while you amass treasures fair.
Exchange fleeting hours for eternal grace,
Find solace within, while wanting without.

Embrace the feast of Death, who consumes all men,
And when Death perishes, no more shall we die then.

"
146,2,"Alas, wretched soul, the core of my corruption,
Bound by the chains of these defiant forces,
Why do you waste away in desolation,
Decorating your outer walls so gaudily?

Why lavish such wealth on this ephemeral dwelling,
A structure destined to decay and crumble?
Shall the heirs of this excess come and assemble,
To consume your legacy, your very substance?

Then, soul, find sustenance in the servant's sorrow,
Let them wither, while you thrive and grow stronger.
Redeem the moments of dross for heavenly boons,
Find nourishment within, while wanting without.

So shall you dine on Death, who consumes all life,
And when Death is slain, no more shall there be strife.

"
146,3,"O weary spirit, heart of my iniquity,
Imprisoned by the tyranny of my sins,
Why do you languish, cloaked in misery,
While your outer shell shines with such brilliance?

Why bestow such riches on this fading edifice,
A monument destined to turn to dust?
Shall the inheritors of this vice,
Consume your legacy, your very essence?

Then, soul, feed on the anguish of your servant,
Let them fade, while you flourish and transcend.
Exchange the transient hours for eternal bliss,
Find solace within, while lacking without.

Thus shall you feast on Death, who devours all souls,
And when Death is vanquished, no more shall we know death's toll."
